Champ1,Champ2,Champ3,Champ4,Champ5,Games,Wins
Ezreal,Lux,,,,4329,2038
Chogath,Viego,,,,872,453
Chogath,Syndra,,,,250,128
Chogath,Vayne,,,,759,379
Chogath,Milio,,,,361,174
Syndra,Viego,,,,785,397
Milio,Viego,,,,671,344
Syndra,Vayne,,,,553,299
Milio,Syndra,,,,328,180
Milio,Vayne,,,,673,339
Sylas,Volibear,,,,1176,570
Sylas,Vladimir,,,,339,153
Nilah,Sylas,,,,306,155
Soraka,Sylas,,,,648,332
Vladimir,Volibear,,,,697,349
Nilah,Volibear,,,,271,141
Soraka,Volibear,,,,640,334
Nilah,Vladimir,,,,155,81
Soraka,Vladimir,,,,414,216
Nilah,Soraka,,,,272,149
Khazix,Urgot,,,,264,154
Katarina,Urgot,,,,328,185
Nami,Urgot,,,,549,312
Katarina,Khazix,,,,418,187
Khazix,Mel,,,,794,385
Khazix,Nami,,,,605,309
Katarina,Mel,,,,424,189
Katarina,Nami,,,,740,380
Mel,Nami,,,,870,451
Garen,Kayn,,,,1368,661
Briar,Garen,,,,548,266
Garen,Kaisa,,,,2356,1125
Briar,Kayn,,,,92,45
Kaisa,Kayn,,,,2255,1104
Kayn,Thresh,,,,1403,736
Briar,Kaisa,,,,932,464
Briar,Thresh,,,,600,281
Kaisa,Thresh,,,,3343,1661
Jayce,Leblanc,,,,496,254
Jayce,Karma,,,,583,291
Leblanc,Varus,,,,874,408
Karma,Leblanc,,,,626,287
Malphite,Qiyana,,,,225,97
Anivia,Malphite,,,,229,103
Ezreal,Malphite,,,,2050,943
Malphite,Soraka,,,,476,262
Anivia,Qiyana,,,,45,24
Qiyana,Soraka,,,,158,80
Anivia,Ezreal,,,,656,316
Anivia,Soraka,,,,145,79
Ambessa,Zed,,,,499,226
Ambessa,Kayle,,,,78,37
Ambessa,Lucian,,,,686,341
Ambessa,Yuumi,,,,393,188
Kayle,Zed,,,,848,429
Lucian,Zed,,,,1775,869
Yuumi,Zed,,,,1210,586
Kayle,Lucian,,,,736,386
Kayle,Yuumi,,,,545,264
Lucian,Yuumi,,,,2267,1274
Akshan,Pantheon,,,,310,141
Akshan,Ekko,,,,234,111
Akshan,Caitlyn,,,,641,307
Akshan,Nami,,,,368,182
Ekko,Pantheon,,,,866,425
Caitlyn,Pantheon,,,,2502,1258
Nami,Pantheon,,,,741,382
Darius,Naafiri,,,,1289,637
Darius,Katarina,,,,968,452
Darius,Nautilus,,,,1446,698
Darius,Jinx,,,,2976,1482
Katarina,Naafiri,,,,633,303
Naafiri,Nautilus,,,,1347,672
Jinx,Naafiri,,,,2502,1306
Jinx,Nautilus,,,,2160,1097
Galio,Jayce,,,,418,200
Jayce,Jhin,,,,1426,731
Galio,Gwen,,,,734,377
Gwen,Jhin,,,,2592,1305
Gwen,Karma,,,,943,480
Galio,Jhin,,,,1589,816
Gragas,Kindred,,,,147,66
Gragas,Yasuo,,,,1157,581
Gragas,Sivir,,,,228,118
Gragas,Karma,,,,350,167
Kindred,Yasuo,,,,590,281
Kindred,Sivir,,,,181,81
Karma,Kindred,,,,284,142
Sivir,Yasuo,,,,683,325
Karma,Yasuo,,,,1268,619
Karma,Sivir,,,,386,193
Chogath,Ekko,,,,464,227
Chogath,Vladimir,,,,280,137
Chogath,Jinx,,,,1590,827
Chogath,Thresh,,,,822,420
Ekko,Vladimir,,,,336,170
Ekko,Jinx,,,,1689,830
Ekko,Thresh,,,,1082,593
Jinx,Vladimir,,,,1396,737
Thresh,Vladimir,,,,929,481
Jinx,Thresh,,,,3858,1965
Darius,Nocturne,,,,1049,533
Darius,Leblanc,,,,1185,561
Darius,Sivir,,,,616,314
Darius,Zilean,,,,374,191
Leblanc,Nocturne,,,,895,425
Nocturne,Sivir,,,,459,257
Nocturne,Zilean,,,,283,143
Leblanc,Sivir,,,,401,188
Leblanc,Zilean,,,,193,90
Sivir,Zilean,,,,143,74
Azir,Garen,,,,359,159
Garen,Lulu,,,,1341,681
Azir,Vi,,,,319,163
Lucian,Vi,,,,1270,645
Lulu,Vi,,,,1197,597
Azir,Lulu,,,,494,251
Lucian,Lulu,,,,1273,592
Darius,Viego,,,,1269,575
Darius,Syndra,,,,737,359
Darius,Varus,,,,1157,588
Darius,Morgana,,,,1429,713
Varus,Viego,,,,1399,704
Morgana,Viego,,,,1103,561
Morgana,Syndra,,,,422,215
Morgana,Varus,,,,924,447
Renekton,Zac,,,,263,130
Annie,Renekton,,,,162,79
MissFortune,Renekton,,,,1170,595
Nami,Renekton,,,,634,324
Annie,Zac,,,,94,43
MissFortune,Zac,,,,907,454
Nami,Zac,,,,411,195
Annie,MissFortune,,,,570,295
Annie,Nami,,,,265,121
MissFortune,Nami,,,,1380,723
Gragas,Rumble,,,,47,15
Jayce,Rumble,,,,94,43
Nami,Rumble,,,,270,139
Gragas,Jayce,,,,149,75
Gragas,Swain,,,,248,114
Nami,Swain,,,,362,181
Akali,Hecarim,,,,433,217
Akali,Diana,,,,512,263
Akali,Nilah,,,,207,114
Akali,Zilean,,,,272,136
Diana,Hecarim,,,,224,114
Hecarim,Nilah,,,,110,55
Hecarim,Zilean,,,,166,90
Diana,Nilah,,,,291,153
Diana,Zilean,,,,263,145
Nilah,Zilean,,,,77,41
Sejuani,Syndra,,,,177,78
Syndra,Tristana,,,,808,403
Braum,Syndra,,,,367,186
Sejuani,Vayne,,,,385,177
Sejuani,Tristana,,,,524,250
Braum,Sejuani,,,,213,106
Tristana,Vayne,,,,427,210
Braum,Vayne,,,,592,307
Braum,Tristana,,,,1025,512
Hecarim,Zac,,,,62,30
TahmKench,Zac,,,,164,84
Aphelios,Zac,,,,259,126
Janna,Zac,,,,155,78
Hecarim,TahmKench,,,,215,106
Aphelios,Hecarim,,,,265,135
Hecarim,Janna,,,,198,92
Aphelios,TahmKench,,,,303,162
Janna,TahmKench,,,,55,32
Aphelios,Janna,,,,267,143
Brand,Riven,,,,355,180
Riven,Yasuo,,,,598,294
Riven,Seraphine,,,,317,159
Pyke,Riven,,,,349,166
Brand,Yasuo,,,,1470,732
Brand,Seraphine,,,,255,130
Brand,Pyke,,,,283,151
Seraphine,Yasuo,,,,1260,655
Pyke,Yasuo,,,,1234,600
Pyke,Seraphine,,,,52,26
Garen,Syndra,,,,650,340
JarvanIV,Syndra,,,,393,204
JarvanIV,Karma,,,,499,241
Ezreal,Syndra,,,,1069,527
Naafiri,Shen,,,,646,298
Katarina,Shen,,,,354,159
Karma,Shen,,,,393,186
Karma,Katarina,,,,471,217
Trundle,Viego,,,,466,240
Qiyana,Trundle,,,,120,51
Leblanc,Trundle,,,,461,217
Pantheon,Trundle,,,,470,254
Qiyana,Viego,,,,244,117
Pantheon,Viego,,,,1006,514
Leblanc,Qiyana,,,,90,41
Pantheon,Qiyana,,,,224,106
Leblanc,Pantheon,,,,904,439
Gangplank,Hecarim,,,,197,90
Gangplank,Syndra,,,,239,106
Gangplank,Nautilus,,,,520,258
Hecarim,Syndra,,,,287,152
Hecarim,Kaisa,,,,928,423
Hecarim,Nautilus,,,,461,207
Kaisa,Syndra,,,,1075,528
Nautilus,Syndra,,,,573,294
Jax,MonkeyKing,,,,253,138
Jax,Yone,,,,961,465
Jax,Sivir,,,,381,200
Jax,Zyra,,,,640,327
MonkeyKing,Yone,,,,687,344
MonkeyKing,Sivir,,,,209,117
MonkeyKing,Zyra,,,,341,184
Sivir,Yone,,,,800,414
Yone,Zyra,,,,1543,774
Sivir,Zyra,,,,392,217
Garen,MonkeyKing,,,,439,229
Ahri,Garen,,,,1920,1004
Garen,Smolder,,,,885,473
MonkeyKing,Smolder,,,,344,173
MonkeyKing,Senna,,,,321,163
Ahri,Smolder,,,,1020,532
Ahri,Senna,,,,1096,548
Senna,Smolder,,,,587,270
Camille,Viego,,,,407,204
Camille,Yone,,,,307,132
Camille,Kaisa,,,,812,393
Camille,Rakan,,,,138,75
Rakan,Viego,,,,573,283
Rakan,Yone,,,,741,363
Kaisa,Rakan,,,,1026,486
Orianna,Urgot,,,,241,112
Smolder,Urgot,,,,325,178
Soraka,Urgot,,,,249,136
Khazix,Orianna,,,,296,153
Khazix,Smolder,,,,441,209
Khazix,Soraka,,,,272,153
Orianna,Smolder,,,,289,152
Orianna,Soraka,,,,262,121
Smolder,Soraka,,,,503,283
Gwen,Naafiri,,,,1018,499
Gwen,Velkoz,,,,577,282
Ezreal,Gwen,,,,2262,1051
Bard,Gwen,,,,370,186
Naafiri,Velkoz,,,,691,354
Bard,Naafiri,,,,344,161
Ezreal,Velkoz,,,,1256,607
Bard,Velkoz,,,,82,44
Bard,Ezreal,,,,832,380
Garen,Kayle,,,,256,128
Garen,Poppy,,,,481,241
Kayle,Talon,,,,394,218
Poppy,Talon,,,,307,164
Kayle,Varus,,,,515,259
Kayle,Poppy,,,,291,152
Poppy,Varus,,,,581,311
Jayce,Nasus,,,,110,43
Ekko,Jayce,,,,484,248
Corki,Jayce,,,,218,110
Jayce,Milio,,,,278,132
Ekko,Nasus,,,,507,241
Corki,Nasus,,,,175,76
Milio,Nasus,,,,339,176
Corki,Ekko,,,,267,129
Ekko,Milio,,,,442,224
Corki,Milio,,,,147,77
Mordekaiser,Naafiri,,,,1288,638
Mordekaiser,Soraka,,,,561,300
Hecarim,Naafiri,,,,113,53
Corki,Hecarim,,,,158,80
Hecarim,Soraka,,,,231,106
Corki,Naafiri,,,,338,156
Naafiri,Soraka,,,,640,341
Corki,Soraka,,,,162,88
Gangplank,Volibear,,,,316,148
Gangplank,Ryze,,,,184,83
Gangplank,Jhin,,,,1150,556
Gangplank,Rakan,,,,216,113
Ryze,Volibear,,,,423,210
Jhin,Volibear,,,,2746,1434
Rakan,Volibear,,,,479,232
Jhin,Ryze,,,,1087,580
Rakan,Ryze,,,,214,112
Jhin,Rakan,,,,696,323
Shaco,Urgot,,,,616,291
Swain,Urgot,,,,402,218
Lucian,Urgot,,,,522,281
Shaco,Swain,,,,842,436
Lucian,Shaco,,,,1444,711
Nami,Shaco,,,,935,474
Lucian,Swain,,,,723,358
MasterYi,MonkeyKing,,,,147,76
MonkeyKing,Sylas,,,,670,309
MasterYi,Sylas,,,,1209,592
Jhin,MasterYi,,,,2343,1170
MasterYi,Senna,,,,610,304
Jhin,Sylas,,,,3122,1533
Jhin,Senna,,,,1631,814
Irelia,Volibear,,,,708,374
Irelia,Lux,,,,1549,793
Irelia,Vayne,,,,703,348
Irelia,Poppy,,,,354,183
Lux,Volibear,,,,2498,1294
Vayne,Volibear,,,,1135,543
Poppy,Volibear,,,,444,229
Lux,Vayne,,,,1964,993
Lux,Poppy,,,,663,323
Poppy,Vayne,,,,530,259
Quinn,Skarner,,,,44,20
Leblanc,Quinn,,,,256,124
Jhin,Quinn,,,,784,420
Pyke,Quinn,,,,220,110
Leblanc,Skarner,,,,111,45
Jhin,Skarner,,,,287,121
Jhin,Leblanc,,,,2091,1022
Leblanc,Pyke,,,,614,269
Anivia,Zed,,,,234,111
Anivia,Kaisa,,,,610,329
Anivia,Bard,,,,108,59
Bard,Zed,,,,411,211
Bard,Qiyana,,,,95,41
Bard,Kaisa,,,,564,283
Gragas,Ivern,,,,67,25
Gragas,Vladimir,,,,164,90
Gragas,Zilean,,,,113,59
Ezreal,Ivern,,,,294,135
Ivern,Vladimir,,,,120,52
Ivern,Zilean,,,,38,14
Ezreal,Zilean,,,,533,275
Vladimir,Zilean,,,,201,110
Aatrox,Yorick,,,,592,331
Aatrox,Nunu,,,,396,195
Aatrox,Smolder,,,,663,335
Aatrox,Nami,,,,988,515
Nunu,Yorick,,,,357,194
Smolder,Yorick,,,,944,494
Nunu,Smolder,,,,291,140
Nami,Nunu,,,,403,223
Gragas,MasterYi,,,,343,167
Gragas,Mel,,,,421,207
Leblanc,MasterYi,,,,840,399
Ezreal,MasterYi,,,,1832,907
MasterYi,Mel,,,,1506,737
Ezreal,Leblanc,,,,1974,921
Leblanc,Udyr,,,,230,121
Leblanc,Yasuo,,,,621,298
Leblanc,Zeri,,,,318,160
Leblanc,Morgana,,,,629,306
Udyr,Yasuo,,,,470,240
Udyr,Zeri,,,,112,57
Morgana,Udyr,,,,303,152
Yasuo,Zeri,,,,539,270
Morgana,Yasuo,,,,1868,943
Morgana,Zeri,,,,256,114
Shen,Talon,,,,327,174
Gwen,Shen,,,,382,198
Shen,Tristana,,,,889,441
Maokai,Shen,,,,156,82
Gwen,Talon,,,,669,333
Talon,Tristana,,,,904,438
Maokai,Talon,,,,215,114
Gwen,Tristana,,,,1888,925
Gwen,Maokai,,,,372,190
Maokai,Tristana,,,,697,338
DrMundo,Shaco,,,,697,338
Ahri,DrMundo,,,,1253,673
DrMundo,Zeri,,,,223,107
DrMundo,Yuumi,,,,535,256
Ahri,Shaco,,,,1819,946
Shaco,Zeri,,,,418,205
Shaco,Yuumi,,,,737,351
Ahri,Zeri,,,,665,327
Ahri,Yuumi,,,,1391,689
Yuumi,Zeri,,,,1874,1032
Ashe,Qiyana,,,,306,150
Braum,Qiyana,,,,165,77
Fizz,Gragas,,,,169,74
Ashe,Gragas,,,,564,256
Ashe,Fizz,,,,642,320
Braum,Fizz,,,,260,124
Ashe,Braum,,,,1946,978
Rengar,Riven,,,,132,48
Corki,Riven,,,,172,89
Corki,Rengar,,,,90,46
Rengar,Seraphine,,,,216,86
Corki,Katarina,,,,165,83
Katarina,Seraphine,,,,411,196
Corki,Seraphine,,,,149,67
Darius,Nidalee,,,,308,151
Darius,Diana,,,,1340,695
Darius,Nami,,,,1302,668
Diana,Nidalee,,,,174,78
Nami,Nidalee,,,,348,143
Jinx,Nidalee,,,,707,315
Diana,Nami,,,,1090,573
Diana,Jinx,,,,2448,1323
Jinx,Nami,,,,1734,920
Rumble,Viego,,,,395,184
Rumble,Syndra,,,,111,49
Rumble,Soraka,,,,127,50
Jhin,Viego,,,,2990,1476
Soraka,Viego,,,,663,349
Jhin,Syndra,,,,1299,666
Soraka,Syndra,,,,307,164
Jhin,Soraka,,,,1129,581
Aatrox,MonkeyKing,,,,339,179
Aatrox,Leblanc,,,,929,447
Aatrox,Anivia,,,,320,165
Aatrox,Lux,,,,1806,921
Leblanc,MonkeyKing,,,,421,207
Anivia,MonkeyKing,,,,138,72
Lux,MonkeyKing,,,,1033,534
Leblanc,Lux,,,,1119,533
Anivia,Lux,,,,375,179
DrMundo,Graves,,,,251,130
AurelionSol,DrMundo,,,,249,133
Caitlyn,DrMundo,,,,1683,836
DrMundo,Senna,,,,517,259
AurelionSol,Graves,,,,224,105
Caitlyn,Graves,,,,1308,635
Graves,Senna,,,,361,164
AurelionSol,Caitlyn,,,,762,380
AurelionSol,Senna,,,,240,118
Kayn,Yasuo,,,,2184,1088
Ahri,Yasuo,,,,847,413
Ezreal,Yasuo,,,,3302,1538
Bard,Yasuo,,,,454,231
Ahri,Ezreal,,,,3450,1687
Gnar,Nidalee,,,,127,57
Gnar,Lux,,,,794,393
Gnar,Kalista,,,,69,34
Gnar,Rell,,,,160,79
Lux,Nidalee,,,,583,242
Kalista,Nidalee,,,,101,46
Nidalee,Rell,,,,176,87
Kalista,Lux,,,,291,141
Lux,Rell,,,,300,156
Kalista,Rell,,,,130,63
Darius,Ivern,,,,189,91
Ahri,Darius,,,,2279,1143
Darius,Thresh,,,,1683,837
Ahri,Ivern,,,,222,120
Ivern,Varus,,,,156,78
Ivern,Thresh,,,,228,115
Ahri,Thresh,,,,2192,1134
Thresh,Varus,,,,1313,635
Nautilus,Quinn,,,,384,189
Kayn,MissFortune,,,,2642,1352
Kayn,Nautilus,,,,1316,682
Ahri,MissFortune,,,,3319,1788
Ahri,Nautilus,,,,1946,960
MissFortune,Nautilus,,,,2464,1246
Aatrox,Khazix,,,,595,314
Aatrox,Akali,,,,887,453
Aatrox,Syndra,,,,519,267
Aatrox,Alistar,,,,545,257
Akali,Khazix,,,,534,270
Khazix,Syndra,,,,356,182
Alistar,Khazix,,,,302,157
Akali,Syndra,,,,107,52
Alistar,Syndra,,,,295,141
Darius,Vayne,,,,1216,595
JarvanIV,Leblanc,,,,516,240
JarvanIV,Vayne,,,,630,339
JarvanIV,Nami,,,,648,325
Leblanc,Vayne,,,,855,411
Leblanc,Nami,,,,774,387
Nami,Vayne,,,,1067,597
Aatrox,Ekko,,,,724,363
Aatrox,Hwei,,,,543,283
Aatrox,Rell,,,,446,225
Ekko,Hwei,,,,242,114
Ekko,Kaisa,,,,1550,765
Ekko,Rell,,,,368,180
Hwei,Kaisa,,,,981,450
Hwei,Rell,,,,235,119
Darius,FiddleSticks,,,,647,326
Darius,Zed,,,,1561,716
Darius,Kaisa,,,,2653,1288
Darius,Leona,,,,1025,504
FiddleSticks,Zed,,,,728,388
FiddleSticks,Leona,,,,339,163
Leona,Zed,,,,983,477
Kaisa,Leona,,,,2018,971
Brand,Zilean,,,,110,59
Sylas,Zilean,,,,291,149
Xayah,Zilean,,,,135,68
Swain,Zilean,,,,136,81
Brand,Sylas,,,,717,359
Brand,Xayah,,,,366,195
Brand,Swain,,,,363,195
Sylas,Xayah,,,,762,373
Swain,Xayah,,,,391,210
JarvanIV,Rumble,,,,196,87
Ahri,Rumble,,,,359,171
Rumble,Tristana,,,,476,214
Leona,Rumble,,,,214,100
JarvanIV,Tristana,,,,921,470
JarvanIV,Leona,,,,402,197
Ahri,Tristana,,,,2515,1260
Leona,Tristana,,,,1552,746
Poppy,Sion,,,,286,140
Sion,Taliyah,,,,216,110
Jinx,Sion,,,,1511,805
Lulu,Sion,,,,857,414
Poppy,Taliyah,,,,211,119
Jinx,Poppy,,,,1008,524
Lulu,Poppy,,,,326,165
Jinx,Taliyah,,,,616,292
Lulu,Taliyah,,,,399,200
Ivern,Renekton,,,,107,47
Renekton,Syndra,,,,377,174
Renekton,Smolder,,,,420,209
Mel,Renekton,,,,830,415
Ivern,Syndra,,,,87,46
Ivern,Smolder,,,,119,50
Ivern,Mel,,,,189,69
Smolder,Syndra,,,,360,169
Mel,Syndra,,,,335,144
Mel,Smolder,,,,901,402
Shen,Vi,,,,434,198
Shen,Viktor,,,,475,254
Lux,Shen,,,,945,466
Leona,Shen,,,,325,158
Vi,Viktor,,,,832,432
Lux,Vi,,,,1770,896
Leona,Vi,,,,704,344
Lux,Viktor,,,,1133,529
Leona,Viktor,,,,677,355
Leona,Lux,,,,545,283
Camille,Vi,,,,269,139
Camille,Naafiri,,,,369,169
Camille,Ezreal,,,,694,316
Camille,Pyke,,,,243,110
Naafiri,Vi,,,,279,133
Pyke,Vi,,,,606,288
Naafiri,Pyke,,,,869,428
Ezreal,Pyke,,,,1360,615
Kassadin,Varus,,,,187,89
Kaisa,Varus,,,,374,173
Kassadin,Yorick,,,,280,147
Rakan,Yorick,,,,517,289
Kassadin,Rakan,,,,95,46
Nidalee,Riven,,,,146,65
Diana,Riven,,,,548,282
Lucian,Riven,,,,648,334
Nami,Riven,,,,554,294
Lucian,Nidalee,,,,639,306
Diana,Lucian,,,,1418,701
Garen,Kassadin,,,,239,110
Garen,Jinx,,,,2740,1371
Garen,TahmKench,,,,536,263
Kassadin,MonkeyKing,,,,108,59
Jinx,MonkeyKing,,,,1016,517
MonkeyKing,TahmKench,,,,212,112
Kassadin,TahmKench,,,,98,54
Jinx,TahmKench,,,,1266,656
FiddleSticks,Yone,,,,1141,583
Qiyana,Yone,,,,217,105
Leona,Yone,,,,1427,719
FiddleSticks,Qiyana,,,,174,83
Leona,Qiyana,,,,224,100
Evelynn,Irelia,,,,291,148
Irelia,Vladimir,,,,377,196
Irelia,Jhin,,,,1807,917
Irelia,Leblanc,,,,469,224
Evelynn,Vladimir,,,,155,73
Evelynn,Jhin,,,,716,351
Evelynn,Leblanc,,,,211,99
Jhin,Vladimir,,,,1631,840
Leblanc,Vladimir,,,,241,107
Talon,Vladimir,,,,450,235
Seraphine,Vladimir,,,,379,184
Seraphine,Talon,,,,433,217
Ezreal,Seraphine,,,,1292,625
LeeSin,Urgot,,,,407,185
Urgot,Varus,,,,432,212
Karma,Urgot,,,,346,167
Katarina,LeeSin,,,,758,364
LeeSin,Varus,,,,1676,803
Karma,LeeSin,,,,1234,600
Hecarim,Urgot,,,,186,108
Caitlyn,Urgot,,,,1069,540
Hecarim,Leblanc,,,,372,178
Caitlyn,Hecarim,,,,904,429
Hecarim,Karma,,,,383,184
Caitlyn,Leblanc,,,,1900,881
Vi,Vladimir,,,,676,362
Vladimir,Zoe,,,,131,56
FiddleSticks,Vladimir,,,,286,150
Vi,Zoe,,,,396,208
Jinx,Vi,,,,1874,943
FiddleSticks,Vi,,,,216,109
Jinx,Zoe,,,,783,357
FiddleSticks,Zoe,,,,169,95
FiddleSticks,Jinx,,,,1036,533
Varus,Yasuo,,,,1542,749
Nautilus,Yasuo,,,,2181,1086
Seraphine,Udyr,,,,217,110
Nautilus,Udyr,,,,300,146
Seraphine,Varus,,,,630,304
Nautilus,Seraphine,,,,99,56
Nautilus,Varus,,,,1037,493
Rammus,Tryndamere,,,,123,53
Ekko,Tryndamere,,,,389,197
Tryndamere,Zyra,,,,468,243
Thresh,Tryndamere,,,,585,264
Ekko,Rammus,,,,133,54
Rammus,Zyra,,,,197,106
Rammus,Thresh,,,,270,136
Ekko,Zyra,,,,468,243
Thresh,Zyra,,,,250,131
Irelia,MonkeyKing,,,,299,155
MonkeyKing,Zeri,,,,184,98
FiddleSticks,MonkeyKing,,,,166,95
Irelia,MasterYi,,,,716,330
MasterYi,Zeri,,,,332,157
FiddleSticks,MasterYi,,,,169,94
Irelia,Zeri,,,,322,162
FiddleSticks,Irelia,,,,479,247
FiddleSticks,Zeri,,,,189,114
Riven,Viego,,,,575,271
Kassadin,Riven,,,,117,66
Riven,Swain,,,,372,189
Milio,Riven,,,,273,136
Kassadin,Viego,,,,272,127
Kassadin,Swain,,,,107,50
Kassadin,Milio,,,,131,74
Milio,Swain,,,,157,80
Diana,Kayle,,,,572,301
Kayle,Yasuo,,,,1017,522
Jhin,Kayle,,,,1507,779
Karma,Kayle,,,,468,234
Diana,Yasuo,,,,2912,1499
Diana,Jhin,,,,2507,1280
Diana,Karma,,,,801,416
Jhin,Yasuo,,,,3777,1846
Naafiri,Ornn,,,,426,211
Leblanc,Ornn,,,,312,137
Ezreal,Ornn,,,,698,323
Janna,Ornn,,,,143,75
Leblanc,Naafiri,,,,909,418
Janna,Naafiri,,,,387,210
Janna,Leblanc,,,,254,127
Ezreal,Janna,,,,818,394
Renekton,Shaco,,,,671,325
Leblanc,Renekton,,,,545,258
Lucian,Renekton,,,,885,409
Pantheon,Renekton,,,,565,287
Leblanc,Shaco,,,,1025,428
Pantheon,Shaco,,,,1031,513
Leblanc,Lucian,,,,1206,591
Ekko,Malphite,,,,737,361
Kaisa,Malphite,,,,1992,991
Malphite,Nautilus,,,,855,404
Ekko,Naafiri,,,,604,309
Gragas,Pantheon,,,,457,235
Gragas,Naafiri,,,,550,288
Gragas,Lux,,,,640,300
Naafiri,Pantheon,,,,1059,545
Ezreal,Pantheon,,,,2154,976
Lux,Pantheon,,,,1816,854
Lux,Naafiri,,,,2527,1331
Gwen,Mordekaiser,,,,453,212
Mordekaiser,Yasuo,,,,2011,1044
Caitlyn,Mordekaiser,,,,2446,1257
Ivern,Mordekaiser,,,,137,67
Gwen,Yasuo,,,,2137,1024
Gwen,Ivern,,,,100,52
Caitlyn,Yasuo,,,,3930,1946
Ivern,Yasuo,,,,311,155
Caitlyn,Ivern,,,,337,168
Briar,Darius,,,,530,283
Briar,Kassadin,,,,95,45
Briar,Nautilus,,,,515,246
Darius,Kassadin,,,,275,134
Ornn,Yorick,,,,239,121
Ornn,Vladimir,,,,146,70
Lucian,Ornn,,,,503,242
Nami,Ornn,,,,411,208
Vladimir,Yorick,,,,769,418
Lucian,Yorick,,,,1692,912
Lucian,Vladimir,,,,960,482
Nami,Vladimir,,,,790,395
Kayn,Rumble,,,,267,119
Rumble,Yasuo,,,,532,271
Rumble,Senna,,,,180,97
Senna,Yasuo,,,,1109,577
Ambessa,Brand,,,,313,133
Ambessa,Yone,,,,407,193
Ambessa,Nautilus,,,,549,276
Brand,Zed,,,,1100,572
Brand,Yone,,,,1458,778
Yone,Zed,,,,1360,636
Nautilus,Yone,,,,1901,928
Gragas,XinZhao,,,,288,148
Lux,XinZhao,,,,1375,685
Sivir,XinZhao,,,,332,167
XinZhao,Zilean,,,,198,109
Lux,Sivir,,,,900,450
Lux,Zilean,,,,191,98
Aatrox,Karthus,,,,272,148
Aatrox,Talon,,,,649,328
Karthus,Talon,,,,183,88
Ezreal,Karthus,,,,452,204
Karthus,Nami,,,,275,134
Ezreal,Nami,,,,1449,725
DrMundo,Vi,,,,447,226
DrMundo,Zac,,,,185,104
DrMundo,MonkeyKing,,,,185,95
Vi,Zac,,,,142,71
MonkeyKing,Vi,,,,130,61
MonkeyKing,Zac,,,,103,51
Senna,Zac,,,,299,145
Garen,Nasus,,,,301,152
Garen,Nunu,,,,485,255
Garen,Nautilus,,,,1227,622
Nasus,Nunu,,,,242,110
Nasus,Tristana,,,,1006,522
Nasus,Nautilus,,,,668,340
Nunu,Tristana,,,,646,326
Nautilus,Nunu,,,,462,220
Nautilus,Tristana,,,,2060,990
Belveth,Gnar,,,,93,49
Gnar,Jayce,,,,39,15
Gnar,Hwei,,,,206,109
Gnar,Mel,,,,548,250
Belveth,Jayce,,,,103,52
Belveth,Hwei,,,,143,65
Belveth,Mel,,,,262,108
Hwei,Jayce,,,,326,156
Jayce,Mel,,,,656,299
Hwei,Mel,,,,370,165
Jax,Lillia,,,,468,230
Jax,Viktor,,,,775,373
Jax,Varus,,,,802,393
Lillia,Viktor,,,,483,261
Lillia,Varus,,,,700,334
Lillia,Senna,,,,439,236
Senna,Viktor,,,,599,319
Senna,Varus,,,,683,317
KSante,Zed,,,,360,151
KSante,Kayle,,,,40,20
KSante,Zeri,,,,137,68
KSante,Yuumi,,,,278,149
Zed,Zeri,,,,504,254
Kayle,Zeri,,,,256,123
Darius,Ekko,,,,991,497
Darius,TahmKench,,,,582,302
Ekko,TahmKench,,,,426,216
Kaisa,Lux,,,,3186,1558
Lux,TahmKench,,,,667,355
Kaisa,TahmKench,,,,996,490
Shaco,Vladimir,,,,835,406
Vladimir,Yone,,,,830,422
Velkoz,Vladimir,,,,300,159
Milio,Vladimir,,,,376,185
Shaco,Yone,,,,2093,1016
Shaco,Velkoz,,,,608,326
Milio,Shaco,,,,448,232
Velkoz,Yone,,,,1015,506
Milio,Yone,,,,784,394
Milio,Velkoz,,,,100,56
Naafiri,Taliyah,,,,272,135
Garen,Taliyah,,,,380,180
Taliyah,Viktor,,,,79,38
Janna,Taliyah,,,,135,75
Garen,Naafiri,,,,1378,690
Naafiri,Viktor,,,,953,473
Garen,Viktor,,,,886,445
Garen,Janna,,,,411,223
Janna,Viktor,,,,300,169
Gwen,Sett,,,,665,345
Sett,Zoe,,,,450,237
Lucian,Sett,,,,1361,702
Janna,Sett,,,,376,188
Gwen,Zoe,,,,363,167
Gwen,Lucian,,,,1580,780
Gwen,Janna,,,,421,231
Lucian,Zoe,,,,571,285
Janna,Zoe,,,,120,65
Janna,Lucian,,,,329,160
Khazix,Kled,,,,88,47
Kled,Leblanc,,,,118,46
Kled,Samira,,,,89,45
Kled,Nautilus,,,,152,75
Khazix,Leblanc,,,,525,270
Khazix,Samira,,,,325,151
Khazix,Nautilus,,,,621,314
Leblanc,Samira,,,,500,238
Leblanc,Nautilus,,,,846,404
Nautilus,Samira,,,,1786,935
Jax,Mordekaiser,,,,340,174
Mordekaiser,Ryze,,,,278,138
Jinx,Mordekaiser,,,,2375,1254
Mordekaiser,Thresh,,,,1276,622
Jax,Ryze,,,,317,161
Jax,Jinx,,,,1810,895
Jax,Thresh,,,,1026,497
Jinx,Ryze,,,,936,461
Ryze,Thresh,,,,684,332
